,Title,Price,Rating,Description,linkofproduct
213,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
333,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
285,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
93,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
69,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
309,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
141,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
357,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
261,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
117,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
237,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X74 (Black) (2021 Model),"₹ 52,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | Dolby Audio
Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | HDR Gaming | Additional Features: Alexa
Display: X1 | 4K HDR | Live Colour Display | 4K X-Reality Pro | Motionflow XR100
Warranty Information: 1 Year warranty provided by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.amazon.in/Sony-Bravia-inches-Ultra-Android/dp/B0918S668P/ref=sr_1_46?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-46
154,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
58,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
226,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
322,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
130,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
298,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
15,LG 139 cm (55 inches) 4K UHD Smart LED TV 55UM7290PTD (Ceramic BK + Dark Steel Silver),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Powerful Sound
Smart TV Features : Amazon Prime Video | AI ThinQ (Needs Magic Remote that can be purchased separately), the new smart, evolved by AI | Quad core processor the origin of 4k images | Magic mobile connection
Display : 4K resolution a new standard for high definition | True immersion, even at a wide viewing angle | True color accuracy | 4K active HDR for incredible detail | DTS virtual: X
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/LG-inches-55UM7290PTD-Ceramic-Silver/dp/B07TKC14R5/ref=sr_1_16?dchild=1&fst=as%3Aoff&qid=1619632909&rnid=1389396031&s=electronics&sr=1-16
106,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
82,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
274,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
34,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
346,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
250,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
202,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
